新闻id,时间,内容,risk_score,risk_label,risk_types,primary_risk_type,reason,confidence,summary,gold_source
882,2026-04-13 22:22:45,Strategy 和 Bitmine 面临巨额未实现损失 Strategy 在其 Bitcoin 持仓上面临 36.1 亿美元的未实现损失。据 NS3 报道，Bitmine 在其 Ethereum 持仓上也面临 70 亿美元的未实现损失。,0,low,[],无明显风险,新闻内容仅为持仓浮亏的账面描述，无任何明确风险事件发生。两个模型均将正常市场波动导致的未实现损失直接标注为‘异常行情波动风险’，缺乏事实依据，存在过度标注。因此推翻双方标注，判定为无明显风险。,0.95,Strategy和Bitmine分别因持仓比特币和以太坊面临巨额未实现损失。,human_adjudicated
883,2026-04-13 22:22:40,美国银行家协会警告稳定币利息支付可能影响地区银行存款 美国银行家协会警告称，允许对稳定币支付利息可能会从地区银行抽走存款，并减少当地贷款。据 NS3 报道，此警告是对白宫经济顾问委员会报告的回应，该报告称禁止对稳定币持有支付利息不会对地区银行产生重大影响。,12,low,[],无明显风险,新闻是美国银行家协会对稳定币利息支付政策的行业警告，属于监管政策讨论范畴的行业观点，未出现实际负面事件、资产损失或市场冲击，整体风险较低。,0.94,美国银行家协会警告稳定币利息支付可能影响地区银行存款和贷款。,agreement_candidate
884,2026-04-13 22:13:52,"美国司法部启动 OneCoin 诈骗案受害者赔偿申请程序 美国司法部宣布启动 OneCoin 加密货币诈骗案受害者赔偿申请程序。据 Foresight News 报道，司法部已对相关犯罪所得启动刑事没收程序，没收资产的净收益将用于赔偿受害者。2014 年至 2019 年间购买 OneCoin 且遭受净亏损的受害者，可在 2026 年 6 月 30 日前通过 onecoinremission.com 提交赔偿申请，无需支付任何费用，也无需聘请律师。

OneCoin 由保加利亚人 Ruja Ignatova（绰号「加密女王」）与 Karl Sebastian Greenwood 于 2014 年联合创立，以销售虚假加密货币教育套餐为幌子，在全球范围内吸引投资者购买实际上从未在任何区块链上运行的 OneCoin 代币，诈骗金额估计高达 40 亿至 150 亿美元，是史上规模最大的加密货币诈骗案之一。Ignatova 于 2017 年神秘失踪，至今仍是 FBI 头号通缉要犯之一；Greenwood 已于 2023 年被判处 20 年有期徒刑。",8,low,[],无明显风险,新闻为美国司法部针对已结案的OneCoin历史诈骗案启动受害者赔偿申请程序，属于事后法律救济，未对当前加密市场造成新的负面冲击或风险事件，整体影响有限。,0.95,美司法部启动OneCoin诈骗案受害者赔偿申请程序,agreement_candidate
885,2026-04-13 22:00:15,BNB 突破 600 USDT，24 小时涨幅1.54% 据币安行情数据显示，BNB 突破 600 USDT，现报价 600.119995 USDT，24 小时涨幅1.54%。,8,low,[],无明显风险,新闻仅报道BNB价格突破600 USDT且24小时上涨1.54%，属于正常市场行情波动，未涉及任何损失、攻击、监管或异常事件，整体风险极低。,0.96,BNB突破600 USDT，24小时涨1.54%。,agreement_candidate
886,2026-04-13 21:54:02,"比特币量子计算风险可控，抗量子升级路径仍需推进 伯恩斯坦表示，比特币此前回调已在一定程度上反映市场对量子计算风险的担忧。据Odaily星球日报报道，该威胁“真实但可控”，尚非迫在眉睫的系统性风险。尽管包括 Google 在内的研究表明，未来量子计算机或可在极端情况下快速破解区块链常用加密算法，但零知识证明及抗量子密码学进展在一定程度上形成对冲。

伯恩斯坦认为，比特币开发者仍有约 3 至 5 年时间推进抗量子升级路径，并提及当前的 BIP-360 提案，可通过软分叉降低部分量子暴露风险。此外，机构投资者预计将在推动升级共识中发挥积极作用。不过，业内观点指出，抗量子升级的主要挑战在于用户迁移与共识形成，而非技术实现本身。",12,low,[],无明显风险,新闻仅讨论比特币抗量子计算的潜在长期技术挑战，分析师强调风险可控且非迫在眉睫，未涉及任何实际攻击、损失、监管或市场冲击，整体属于中性技术讨论，风险极低。,0.9,分析指出量子计算风险可控，比特币仍有数年时间推进抗量子升级。,agreement_candidate
887,2026-04-13 21:53:47,"Ondo Finance 向 SEC 申请不采取行动函，优化代币化票据操作 Foresight News 消息，Ondo Finance 就其 Ondo Global Markets（OGM）产品向 SEC 提交不采取行动函申请。据 Foresight News 报道，OGM 产品定位不变，仍为向非美国投资者提供美股及 ETF 敞口的代币化票据，基础证券及官方账簿记录保持在现有托管体系内，由托管方 BitGo 持有。

核心变化在于，在有限情形下将相关证券权益同步以代币化形式记录于以太坊主网，以优化抵押品监控、申购赎回流程及对账操作。Ondo 强调，此举是对现有产品的运营层面改进，而非重构现有市场结构。不采取行动函是 SEC 的一种非正式监管工具，企业在推出新产品或模式前提交申请，若获 SEC 工作人员回复确认不建议采取执法行动，则视为获得监管默许，可在正式立法程序完成前推进业务。",5,low,[],无明显风险,新闻仅描述 Ondo Finance 向 SEC 申请不采取行动函以优化代币化票据运营流程，属于正常业务进展和监管沟通，未出现任何损失、攻击、执法或市场异常，整体风险极低。,0.96,Ondo Finance 向 SEC 申请不采取行动函优化代币化票据运营。,agreement_candidate
888,2026-04-13 21:44:31,"Exodus Movement起诉W3C Corp，要求履行股份收购协议 美股上市比特币财库公司Exodus Movement宣布已向特拉华州Chancery法院提起诉讼，要求支付服务公司W3C Corp及其首席执行官Garth Howat履行2025年11月签署的股份收购协议并推进交易完成。

据Odaily星球日报报道，Exodus Movement表示，此前已将向W3C提供的贷款列为“即期应付”并已行使相关担保权利，预计将获得法院命令，强制对方按约完成交割。Exodus已于2026年4月8日获得英国金融行为监管局的批准，为收购交易扫清关键监管障碍，该公司称将结合诉讼推进及担保权利执行，加快完成此次收购。",8,low,[],无明显风险,新闻描述了一起商业诉讼，涉及上市公司要求履行股份收购协议，未出现加密货币市场相关的安全、监管或市场风险信号，整体影响局限于特定公司商业纠纷。,0.95,Exodus起诉W3C要求完成股份收购，已获英国FCA批准。,agreement_candidate
889,2026-04-13 21:27:05,"ETH 突破 2,200 USDT，24 小时涨幅0.29% 据币安行情数据显示，ETH 突破 2,200 USDT，现报价 2,201.370117 USDT，24 小时涨幅0.29%。",5,low,[],无明显风险,新闻仅报道ETH价格突破2200 USDT且小幅上涨0.29%，属正常市场行情变动，未涉及任何攻击、漏洞、监管、清算或异常波动等风险事件。,0.96,ETH价格小幅上涨，突破2200 USDT。,agreement_candidate
890,2026-04-13 21:24:33,"美国银行家协会质疑白宫关于支付稳定币的研究报告 4 月 13 日，ABA 首席经济学家等专家指出，白宫经济顾问委员会（CEA）关于支付稳定币的研究报告提出了错误问题，可能误导政策制定者。

据 BlockBeats 报道，CEA 报告探讨禁止支付稳定币发放收益对银行贷款的影响，结论称影响甚微。但 ABA 认为，真正的关切是允许支付稳定币发放收益可能带来的风险。

允许收益可能加速存款流失，尤其影响社区银行，迫使其通过更高成本的批发融资替代资金，减少对当地家庭和小企业的贷款。

ABA 认为，禁止支付稳定币发放收益是一项审慎的保护措施，可使稳定币作为支付创新工具成熟发展。",12,low,[],无明显风险,新闻仅为美国银行家协会对白宫稳定币研究报告的政策性质疑，属于正常的行业观点表达，未涉及任何已发生的攻击、损失、执法或市场波动，整体风险较低。,0.95,美国银行家协会质疑白宫支付稳定币研究报告可能误导政策制定者。,agreement_candidate
891,2026-04-13 21:06:11,专家：Circle 避责或致 USDC 成为最差稳定币 Mike Dudas 指责 Circle 在黑客事件中逃避责任，称 USDC 可能成为“世界上最差”的稳定币。据 NS3 报道，Dudas 表示，由于资金难以追回，Circle 将冻结决策转移给法律结构。此前，本月早些时候有报道称 Drift 黑客事件的资金通过 Circle 路由，引发了类似批评。,20,low,[],无明显风险,新闻仅涉及专家对Circle的批评性观点，未出现实际发生的资产损失、脱锚、监管行动或技术异常，整体风险较低。,0.8,专家指责Circle逃避黑客事件责任，称USDC可能成为最差稳定币。,agreement_candidate
892,2026-04-13 20:49:15,"BitMine Immersion Technologies 增持 ETH，总持有量达 487.5 万枚 BitMine Immersion Technologies 上周购买了 71,524 枚 ETH，使其总持有量达到约 487.5 万枚 ETH。据 NS3 报道，截至 4 月 12 日，该公司表示其加密资产和现金持有总额约为 118 亿美元。",8,low,[],无明显风险,新闻仅报道一家公司增持以太坊的常规投资行为，未涉及安全事件、监管行动或市场异常，无实质性风险信号。,0.96,BitMine Immersion Technologies 增持 ETH 至 487.5 万枚。,agreement_candidate
893,2026-04-13 20:45:22,AI趋势 | 小红书举办黑客松巅峰赛，吸引了两百名选手参与 2026年4月7日~10日，小红书在张江举办了一场黑客松巅峰赛。 据 PANews 报道，比赛吸引了两百名选手参与，他们在四十八小时内封闭开发，从零开始制作 AI 软件或硬件产品。此次活动为AI时代的创业者提供了一个展示和交流的平台，激发了更多人对AI创新的兴趣。,5,low,[],无明显风险,新闻仅报道小红书举办黑客松活动，属于正常的行业交流与技术展示，未涉及加密货币市场的损失、攻击、监管或异常事件，整体无明显风险。,0.96,小红书举办AI黑客松巅峰赛，两百名选手参与开发。,agreement_candidate
894,2026-04-13 20:44:52,"Empery Digital出售比特币以资助股票回购 纳斯达克上市的比特币财库公司Empery Digital披露，上周以70,560美元均价出售55枚比特币，总收益约为390万美元。据Odaily星球日报报道，比特币总持仓量已降至2,934枚。此外，该公司还披露截至目前已斥资约1.47亿美元回购25,805,396股普通股。Empery Digital表示，后续将根据需要继续出售比特币以资助未来的股票回购，并可能偿还部分未偿债务。",8,low,[],无明显风险,新闻描述一家公司出售少量比特币用于股票回购和偿债，属于正常财务管理操作，未出现安全事件、监管执法、市场异常或流动性危机等风险信号，对市场影响极小。,0.95,Empery Digital出售55枚比特币用于股票回购，总持仓降至2934枚。,agreement_candidate
895,2026-04-13 20:44:13,加密货币市场低迷，WisdomTree数字资产管理规模创新高 WisdomTree发布三月月度指标报告，尽管加密货币市场低迷，但得益于代币化货币市场基金的推出，今年一季度其数字资产净流入9800万美元。据Odaily星球日报报道，截至2026年3月31日，数字资产管理规模达到创纪录的8.67亿美元。,8,low,[],无明显风险,新闻仅报道WisdomTree数字资产管理规模创新高及资金净流入，属于正常的业务进展和行业动态，未涉及任何攻击、损失、监管或异常信号，整体风险极低。,0.95,WisdomTree数字资产管理规模创纪录至8.67亿美元，一季度净流入9800万美元。,agreement_candidate
